user_id,signup_date,acquisition_channel,region,email_verified,onboarding_completed,feature_used,subscribed
119,2023-02-04,Paid,Europe,True,False,False,False
120,2023-04-11,Social,Asia,True,False,False,False
121,2023-06-24,Organic,North America,True,False,False,False
122,2023-05-11,Paid,North America,True,True,True,True
123,2023-01-01,Organic,Europe,True,True,True,False
124,2023-01-05,Paid,Asia,True,True,False,False
125,2023-05-22,Paid,North America,True,True,False,False
126,2023-04-13,Paid,Europe,True,True,False,False
127,2023-01-27,Organic,Asia,True,True,True,False
128,2023-05-17,Paid,Asia,True,True,True,True
129,2023-01-15,Social,Europe,True,True,False,False
130,2023-03-31,Paid,Europe,True,True,True,True
131,2023-02-11,Organic,North America,True,True,True,True
132,2023-05-04,Referral,Other,False,False,False,False
133,2023-06-28,Organic,Asia,True,True,False,False
134,2023-03-04,Organic,Europe,True,True,False,False
135,2023-04-06,Paid,Asia,True,True,True,False
136,2023-02-21,Organic,North America,True,False,False,False
137,2023-04-06,Paid,Europe,True,True,True,True
138,2023-05-12,Referral,North America,True,True,False,False
139,2023-05-31,Organic,Europe,True,True,False,False
140,2023-05-23,Paid,Europe,True,True,True,True
141,2023-06-20,Organic,North America,True,False,False,False
142,2023-01-29,Paid,Other,True,False,False,False
143,2023-02-05,Organic,Asia,True,True,True,False
144,2023-01-13,Organic,North America,True,False,False,False
145,2023-06-09,Organic,Europe,True,True,False,False
146,2023-03-12,Organic,Europe,True,False,False,False
147,2023-03-27,Organic,North America,False,False,False,False
148,2023-01-28,Paid,Europe,True,True,True,True
149,2023-03-07,Paid,North America,True,True,True,True
150,2023-06-19,Organic,Asia,True,False,False,False
151,2023-02-14,Organic,North America,False,False,False,False
152,2023-03-03,Paid,Europe,True,False,False,False
153,2023-05-14,Referral,Other,True,True,False,False
154,2023-01-28,Paid,Europe,False,False,False,False
155,2023-01-28,Social,Other,True,False,False,False
156,2023-04-18,Social,North America,True,True,True,False
157,2023-02-13,Organic,Asia,True,True,False,False
158,2023-03-25,Organic,Europe,True,False,False,False
159,2023-01-30,Referral,Asia,True,False,False,False
160,2023-03-16,Organic,Europe,True,True,False,False
161,2023-05-08,Paid,Asia,True,True,True,False
162,2023-04-02,Social,North America,True,True,True,True
163,2023-05-09,Paid,Asia,False,False,False,False
164,2023-05-01,Organic,Europe,True,True,True,False
165,2023-01-27,Referral,Asia,True,True,False,False
166,2023-05-01,Organic,Asia,False,False,False,False
167,2023-04-26,Social,North America,True,True,True,False
168,2023-01-03,Organic,Asia,False,False,False,False
169,2023-04-13,Paid,North America,False,False,False,False
170,2023-06-04,Referral,Europe,True,True,True,False
171,2023-05-17,Organic,Other,True,True,False,False
172,2023-03-03,Organic,Europe,True,False,False,False
173,2023-06-14,Organic,Asia,False,False,False,False
174,2023-02-20,Paid,North America,True,True,True,True
175,2023-06-21,Social,Europe,True,True,True,True
176,2023-06-01,Organic,North America,True,False,False,False
177,2023-02-28,Organic,North America,True,True,False,False
178,2023-04-28,Paid,Europe,True,True,True,False
179,2023-06-09,Organic,Europe,True,True,True,False
180,2023-04-06,Paid,North America,True,False,False,False
181,2023-06-29,Organic,Europe,False,False,False,False
182,2023-04-23,Paid,Asia,False,False,False,False
183,2023-03-03,Organic,Asia,True,True,False,False
184,2023-02-21,Organic,Europe,True,True,False,False
185,2023-01-12,Referral,Asia,True,True,True,True
186,2023-02-08,Organic,Asia,True,True,True,True
187,2023-05-10,Referral,Europe,True,True,False,False
188,2023-05-11,Referral,North America,True,False,False,False
189,2023-04-23,Organic,North America,True,False,False,False
190,2023-04-11,Social,North America,True,True,True,False
191,2023-04-23,Organic,North America,True,True,False,False
192,2023-03-22,Referral,Europe,True,True,False,False
193,2023-04-23,Paid,Europe,True,True,False,False
194,2023-01-02,Organic,Other,True,True,True,True
195,2023-05-10,Social,North America,True,True,True,False
196,2023-02-23,Social,Europe,True,True,True,False
197,2023-03-28,Paid,North America,True,True,False,False
198,2023-05-09,Paid,Asia,False,False,False,False
199,2023-05-27,Social,Europe,True,True,False,False
200,2023-05-06,Paid,North America,True,True,True,False
201,2023-05-10,Organic,Europe,True,True,True,True
202,2023-02-22,Paid,North America,True,True,True,True
203,2023-06-21,Referral,North America,True,True,True,True
204,2023-06-09,Referral,Asia,False,False,False,False
205,2023-06-09,Social,Other,True,False,False,False
206,2023-03-09,Organic,Europe,True,True,True,True
207,2023-05-03,Paid,Europe,True,True,True,True
208,2023-05-25,Organic,Other,True,True,True,False
209,2023-02-07,Referral,North America,True,True,False,False
210,2023-01-24,Paid,North America,False,False,False,False
211,2023-03-10,Organic,North America,True,True,True,False
212,2023-04-26,Paid,North America,True,False,False,False
213,2023-04-08,Organic,Europe,True,True,False,False
214,2023-05-19,Organic,North America,False,False,False,False
215,2023-05-24,Paid,Europe,False,False,False,False
216,2023-04-07,Referral,North America,True,False,False,False
217,2023-05-04,Organic,Europe,False,False,False,False
218,2023-03-11,Organic,Asia,True,False,False,False
219,2023-04-03,Organic,Other,False,False,False,False
220,2023-01-03,Paid,Europe,True,True,False,False
221,2023-05-28,Organic,Europe,False,False,False,False
222,2023-06-13,Referral,North America,True,True,False,False
223,2023-05-27,Social,North America,True,True,True,True
224,2023-03-31,Paid,Asia,True,True,True,False
225,2023-05-27,Referral,Europe,True,True,True,True
226,2023-05-28,Paid,North America,True,False,False,False
227,2023-04-06,Organic,Other,True,True,True,True
228,2023-02-21,Organic,North America,False,False,False,False
229,2023-06-10,Paid,Europe,True,True,False,False
230,2023-06-17,Social,Europe,True,True,False,False
231,2023-05-08,Referral,North America,True,False,False,False
232,2023-02-08,Social,North America,True,True,True,False
233,2023-03-23,Social,Europe,True,True,False,False
234,2023-04-14,Organic,North America,True,True,False,False
235,2023-05-09,Organic,North America,True,True,False,False
236,2023-01-11,Paid,North America,True,True,True,True
237,2023-06-27,Paid,Europe,True,True,True,False
238,2023-05-31,Paid,Other,True,True,True,False
239,2023-06-08,Referral,Europe,False,False,False,False
240,2023-02-11,Referral,North America,True,True,False,False
241,2023-04-09,Paid,Asia,True,False,False,False
242,2023-01-07,Organic,Europe,True,True,True,False
243,2023-05-24,Organic,Europe,True,True,False,False
244,2023-03-31,Paid,North America,True,True,True,True
245,2023-04-22,Social,North America,True,False,False,False
246,2023-03-01,Organic,North America,True,True,False,False
247,2023-04-23,Paid,Europe,True,True,True,False
248,2023-01-02,Social,Asia,False,False,False,False
249,2023-05-09,Organic,Europe,False,False,False,False
250,2023-02-17,Organic,Europe,True,True,False,False
251,2023-05-20,Paid,Asia,True,False,False,False
252,2023-02-06,Paid,North America,False,False,False,False
253,2023-06-09,Social,Europe,True,True,False,False
254,2023-01-09,Organic,Other,True,False,False,False
255,2023-04-09,Paid,Asia,True,True,True,False
256,2023-05-27,Organic,North America,False,False,False,False
257,2023-02-17,Paid,North America,True,True,True,False
258,2023-05-11,Organic,North America,True,True,True,True
259,2023-05-28,Referral,Europe,True,True,True,False
260,2023-06-01,Paid,North America,True,False,False,False
261,2023-02-23,Referral,Europe,True,False,False,False
262,2023-04-30,Paid,Europe,True,True,True,False
263,2023-06-10,Paid,North America,False,False,False,False
264,2023-06-01,Referral,North America,True,False,False,False
265,2023-04-26,Organic,Europe,True,True,True,False
266,2023-03-16,Organic,Asia,True,True,False,False
267,2023-04-23,Paid,Europe,True,True,True,False
268,2023-06-13,Paid,Asia,False,False,False,False
269,2023-06-15,Organic,Other,True,True,True,False
270,2023-04-14,Paid,Other,True,True,True,False
271,2023-03-25,Organic,North America,True,True,True,False
272,2023-04-22,Organic,Asia,False,False,False,False
273,2023-04-09,Organic,Europe,True,True,True,True
274,2023-06-02,Social,Europe,True,True,True,False
275,2023-04-03,Referral,Europe,True,True,False,False
276,2023-05-26,Organic,Asia,True,False,False,False
277,2023-05-08,Organic,North America,True,True,True,False
278,2023-04-20,Organic,Europe,True,False,False,False
279,2023-03-23,Organic,North America,True,True,False,False
280,2023-02-23,Referral,Asia,True,True,False,False
281,2023-06-12,Organic,North America,True,False,False,False
282,2023-06-18,Organic,Europe,True,False,False,False
283,2023-06-10,Organic,Europe,True,True,False,False
284,2023-03-09,Organic,Europe,True,False,False,False
285,2023-02-02,Paid,Europe,True,False,False,False
286,2023-05-22,Paid,North America,True,False,False,False
287,2023-01-21,Organic,North America,True,True,True,False
288,2023-02-17,Organic,Other,True,True,True,False
289,2023-05-28,Paid,North America,True,True,True,True
290,2023-05-08,Referral,Europe,True,False,False,False
291,2023-05-16,Organic,Europe,True,True,True,False
292,2023-05-15,Organic,Europe,True,True,True,False
293,2023-05-25,Organic,Other,True,False,False,False
294,2023-05-08,Paid,Asia,True,True,False,False
295,2023-02-02,Organic,North America,True,True,False,False
296,2023-06-25,Organic,Other,True,True,False,False
297,2023-04-25,Organic,Europe,True,False,False,False
298,2023-04-29,Paid,North America,True,True,True,False
299,2023-01-22,Organic,Europe,True,True,True,True
300,2023-06-07,Referral,Asia,True,True,False,False
301,2023-02-07,Paid,Europe,True,True,True,True
302,2023-04-19,Paid,Other,True,True,False,False
303,2023-02-20,Paid,North America,True,True,True,False
304,2023-01-08,Paid,Other,False,False,False,False
305,2023-01-27,Social,North America,True,True,True,False
306,2023-01-27,Referral,North America,True,True,True,True
307,2023-01-21,Paid,North America,True,True,False,False
308,2023-01-30,Referral,Asia,True,True,True,True
309,2023-04-07,Paid,Europe,True,False,False,False
310,2023-01-28,Organic,Asia,True,True,True,False
311,2023-04-21,Organic,Asia,True,True,True,False
312,2023-03-02,Organic,Europe,True,True,True,False
313,2023-02-17,Organic,Other,True,True,True,False
314,2023-05-27,Organic,Europe,True,False,False,False
315,2023-01-04,Organic,Asia,False,False,False,False
316,2023-02-04,Social,Europe,True,False,False,False
317,2023-02-18,Organic,Asia,True,True,True,False
318,2023-01-17,Paid,Other,True,True,True,True
319,2023-06-21,Social,Europe,True,True,True,False
320,2023-06-07,Paid,Europe,True,True,True,False
321,2023-02-15,Paid,Europe,False,False,False,False
322,2023-04-27,Referral,Europe,True,True,True,False
323,2023-01-06,Organic,Europe,False,False,False,False
324,2023-04-09,Organic,North America,True,True,True,False
325,2023-05-04,Referral,Asia,True,True,True,False
326,2023-02-06,Organic,Asia,True,True,True,True
327,2023-01-24,Referral,North America,True,True,True,False
328,2023-04-03,Organic,Europe,True,True,True,False
329,2023-02-15,Paid,Europe,True,False,False,False
330,2023-04-05,Paid,Asia,True,False,False,False
331,2023-04-09,Social,Europe,True,True,True,False
332,2023-04-26,Organic,North America,True,False,False,False
333,2023-06-09,Social,North America,False,False,False,False
334,2023-06-10,Paid,Europe,True,True,False,False
335,2023-03-08,Paid,North America,True,True,True,False
336,2023-05-08,Paid,Europe,True,True,False,False
337,2023-01-18,Organic,Europe,True,True,False,False
338,2023-01-25,Referral,Europe,False,False,False,False
339,2023-02-23,Organic,Europe,True,True,True,False
340,2023-02-27,Organic,North America,True,False,False,False
341,2023-03-08,Referral,Asia,True,True,True,False
342,2023-04-14,Social,Europe,True,True,False,False
343,2023-06-23,Paid,North America,True,False,False,False
344,2023-01-24,Paid,Europe,False,False,False,False
345,2023-04-24,Paid,North America,True,False,False,False
346,2023-02-01,Referral,Europe,False,False,False,False
347,2023-06-24,Social,Europe,True,False,False,False
348,2023-03-27,Paid,Europe,True,False,False,False
349,2023-05-31,Organic,Europe,True,False,False,False
350,2023-05-07,Organic,Asia,True,False,False,False
351,2023-06-04,Organic,Asia,True,False,False,False
352,2023-05-10,Referral,Europe,True,True,True,True
353,2023-01-17,Social,Europe,True,True,True,False
354,2023-04-14,Paid,Europe,True,True,True,False
355,2023-06-10,Social,Asia,True,True,True,True
356,2023-05-17,Organic,Europe,True,False,False,False
357,2023-02-12,Paid,North America,True,True,True,False
358,2023-06-25,Paid,Europe,True,True,True,False
359,2023-02-08,Paid,North America,False,False,False,False
360,2023-06-19,Paid,Europe,True,True,True,True
361,2023-01-26,Organic,North America,True,False,False,False
362,2023-04-09,Paid,Europe,True,True,True,False
363,2023-02-19,Paid,Other,True,True,False,False
364,2023-06-02,Referral,Asia,True,True,False,False
365,2023-06-01,Referral,Europe,True,True,True,False
366,2023-01-13,Organic,North America,True,False,False,False
367,2023-03-01,Paid,North America,True,False,False,False
368,2023-05-15,Organic,Europe,True,True,True,False
369,2023-02-26,Organic,Europe,False,False,False,False
370,2023-02-05,Paid,North America,True,True,False,False
371,2023-06-22,Organic,Asia,True,True,False,False
372,2023-01-20,Paid,North America,True,True,True,True
373,2023-03-06,Organic,North America,True,True,False,False
374,2023-01-08,Organic,North America,True,False,False,False
375,2023-05-24,Paid,North America,True,False,False,False
376,2023-05-22,Organic,Europe,True,True,False,False
377,2023-04-25,Organic,Europe,False,False,False,False
378,2023-05-23,Organic,Europe,True,True,False,False
379,2023-04-02,Organic,Europe,True,True,True,True
380,2023-04-08,Organic,North America,True,True,False,False
381,2023-03-07,Organic,North America,False,False,False,False
382,2023-02-01,Paid,North America,True,True,False,False
383,2023-03-27,Organic,Asia,True,True,False,False
384,2023-02-20,Organic,Europe,True,True,True,False
385,2023-06-02,Referral,North America,True,False,False,False
386,2023-03-04,Organic,Europe,False,False,False,False
387,2023-05-05,Paid,Other,True,False,False,False
388,2023-05-30,Organic,North America,True,True,True,True
389,2023-02-27,Social,Asia,True,False,False,False
390,2023-02-27,Organic,North America,True,True,True,False
391,2023-03-27,Paid,Europe,True,True,False,False
392,2023-02-18,Organic,Asia,True,False,False,False
393,2023-06-29,Paid,Europe,True,False,False,False
394,2023-06-19,Paid,Asia,True,True,False,False
395,2023-03-11,Organic,North America,True,False,False,False
396,2023-01-15,Organic,Asia,True,True,True,False
397,2023-02-23,Social,North America,False,False,False,False
398,2023-04-11,Referral,Other,True,True,False,False
399,2023-01-08,Paid,North America,True,True,False,False
400,2023-02-22,Referral,Europe,True,True,True,True
401,2023-03-01,Organic,North America,False,False,False,False
402,2023-04-18,Referral,Other,False,False,False,False
403,2023-01-05,Organic,Asia,True,True,True,True
404,2023-04-13,Paid,North America,True,True,True,False
405,2023-01-06,Referral,Europe,False,False,False,False
406,2023-04-19,Organic,Europe,False,False,False,False
407,2023-04-26,Paid,Asia,True,True,False,False
408,2023-04-04,Paid,Asia,True,False,False,False
409,2023-02-16,Paid,Europe,True,True,False,False
410,2023-04-09,Social,Other,True,False,False,False
411,2023-02-24,Referral,North America,True,True,True,False
412,2023-06-17,Organic,Asia,True,True,True,False
413,2023-02-21,Paid,Europe,True,True,True,False
414,2023-05-24,Paid,North America,True,True,True,False
415,2023-01-13,Organic,Asia,False,False,False,False
416,2023-04-24,Referral,Asia,True,True,True,False
417,2023-05-04,Organic,North America,True,True,True,True
418,2023-04-16,Organic,North America,True,True,False,False
419,2023-06-07,Organic,Asia,True,True,False,False
420,2023-05-27,Organic,Europe,True,False,False,False
421,2023-05-25,Organic,Asia,True,True,False,False
422,2023-04-30,Paid,Europe,True,True,False,False
423,2023-03-04,Paid,Asia,False,False,False,False
424,2023-01-19,Paid,Asia,True,True,True,False
425,2023-04-02,Organic,Europe,True,True,True,False
426,2023-02-27,Paid,Asia,True,True,False,False
427,2023-03-31,Organic,Europe,True,True,True,False
428,2023-04-27,Organic,Asia,True,True,True,True
429,2023-03-03,Organic,Europe,True,True,True,False
430,2023-01-23,Organic,Europe,True,False,False,False
431,2023-05-07,Organic,North America,True,True,True,True
432,2023-05-17,Paid,Europe,True,True,True,True
433,2023-05-20,Organic,Asia,True,True,True,True
434,2023-05-09,Organic,Europe,True,False,False,False
435,2023-02-27,Paid,North America,True,False,False,False
436,2023-05-02,Social,North America,True,True,False,False
437,2023-01-01,Referral,Europe,True,True,True,True
438,2023-02-03,Social,Asia,False,False,False,False
439,2023-04-06,Referral,Asia,False,False,False,False
440,2023-05-06,Paid,Asia,True,False,False,False
441,2023-04-28,Referral,Europe,False,False,False,False
442,2023-02-17,Paid,Europe,True,False,False,False
443,2023-03-30,Organic,North America,True,True,True,False
444,2023-04-27,Organic,Europe,True,True,True,False
445,2023-05-09,Paid,Asia,True,True,True,True
446,2023-01-16,Referral,North America,True,True,True,False
447,2023-03-10,Organic,Asia,False,False,False,False
448,2023-01-22,Organic,Asia,True,True,True,True
449,2023-04-03,Referral,North America,True,True,True,False
450,2023-03-17,Paid,Europe,True,True,True,False
451,2023-06-03,Referral,Europe,False,False,False,False
452,2023-05-24,Social,North America,True,True,True,False
453,2023-06-28,Organic,North America,True,True,True,False
454,2023-03-27,Organic,Europe,False,False,False,False
455,2023-01-29,Organic,Europe,True,True,False,False
456,2023-03-10,Referral,North America,True,False,False,False
457,2023-02-16,Organic,North America,True,True,False,False
458,2023-04-04,Organic,Asia,True,True,True,False
459,2023-05-24,Organic,Europe,True,True,True,False
460,2023-06-25,Organic,Other,True,False,False,False
461,2023-03-26,Organic,Other,True,False,False,False
462,2023-02-08,Referral,Europe,True,False,False,False
463,2023-04-10,Paid,Europe,True,True,True,True
464,2023-02-02,Referral,Europe,True,True,True,True
465,2023-04-11,Organic,North America,False,False,False,False
466,2023-01-23,Paid,Europe,True,True,True,True
467,2023-01-10,Paid,North America,True,False,False,False
468,2023-03-10,Paid,North America,True,True,False,False
469,2023-04-10,Organic,North America,True,False,False,False
470,2023-02-03,Referral,Europe,False,False,False,False
471,2023-06-29,Paid,North America,True,True,False,False
472,2023-05-18,Organic,Europe,False,False,False,False
473,2023-05-27,Organic,Europe,False,False,False,False
474,2023-04-06,Organic,Europe,True,False,False,False
475,2023-01-01,Organic,Europe,True,False,False,False
476,2023-03-10,Organic,Asia,True,True,True,False
477,2023-01-04,Organic,Europe,True,True,True,True
478,2023-01-16,Organic,Asia,True,True,True,False
479,2023-01-24,Paid,Other,True,False,False,False
480,2023-03-21,Social,Europe,True,True,False,False
481,2023-01-02,Organic,Asia,True,True,False,False
482,2023-05-08,Organic,North America,True,True,True,False
483,2023-06-09,Paid,Europe,True,True,False,False
484,2023-03-25,Paid,Europe,True,True,False,False
485,2023-06-01,Paid,Other,True,True,False,False
486,2023-05-20,Paid,North America,True,True,True,True
487,2023-06-27,Referral,North America,False,False,False,False
488,2023-06-12,Referral,Other,False,False,False,False
489,2023-05-04,Social,Europe,False,False,False,False
490,2023-02-02,Paid,Europe,True,False,False,False
491,2023-06-10,Social,Europe,True,True,False,False
492,2023-06-28,Referral,Europe,True,True,True,False
493,2023-06-20,Paid,Other,False,False,False,False
494,2023-04-11,Paid,North America,False,False,False,False
495,2023-01-12,Social,North America,False,False,False,False
496,2023-03-08,Social,Asia,True,True,False,False
497,2023-03-06,Organic,North America,True,False,False,False
498,2023-06-10,Paid,Europe,True,False,False,False
499,2023-06-17,Social,Europe,False,False,False,False
500,2023-03-15,Organic,North America,True,False,False,False
501,2023-02-12,Organic,Asia,True,True,True,False
502,2023-02-13,Organic,Europe,True,True,True,False
503,2023-01-29,Paid,Asia,True,True,False,False
504,2023-05-21,Referral,Europe,True,False,False,False
505,2023-01-12,Organic,North America,True,True,True,False
506,2023-04-05,Paid,Europe,True,False,False,False
507,2023-02-15,Referral,North America,True,True,False,False
508,2023-05-10,Organic,Europe,True,True,True,True
509,2023-02-04,Organic,Asia,True,True,True,True
510,2023-03-22,Referral,Other,True,False,False,False
511,2023-03-31,Social,Europe,True,True,True,True
512,2023-01-08,Organic,North America,False,False,False,False
513,2023-04-03,Referral,Asia,True,True,False,False
514,2023-06-03,Paid,Europe,True,True,False,False
515,2023-03-31,Organic,North America,True,False,False,False
516,2023-06-11,Referral,Other,False,False,False,False
517,2023-04-25,Paid,North America,True,True,False,False
518,2023-04-15,Referral,North America,True,True,False,False
519,2023-05-15,Organic,Europe,True,True,False,False
520,2023-02-27,Referral,North America,True,False,False,False
521,2023-04-24,Organic,Asia,True,True,True,True
522,2023-03-16,Organic,Europe,True,False,False,False
523,2023-06-06,Organic,Asia,True,True,False,False
524,2023-04-30,Organic,North America,True,True,True,False
525,2023-06-13,Referral,Europe,True,True,True,False
526,2023-01-21,Organic,Europe,False,False,False,False
527,2023-06-13,Paid,Europe,True,True,True,False
528,2023-05-18,Referral,North America,True,False,False,False
529,2023-04-11,Paid,Europe,False,False,False,False
530,2023-06-01,Organic,Europe,True,True,False,False
531,2023-06-26,Referral,Europe,True,True,False,False
532,2023-04-09,Paid,North America,True,True,False,False
533,2023-02-05,Organic,North America,True,True,True,False
534,2023-04-06,Organic,Other,True,True,True,True
535,2023-06-01,Paid,North America,False,False,False,False
536,2023-05-31,Paid,Asia,True,False,False,False
537,2023-02-06,Paid,North America,True,True,False,False
538,2023-01-12,Organic,North America,True,True,True,False
539,2023-04-23,Paid,North America,False,False,False,False
540,2023-01-13,Organic,North America,True,True,True,False
541,2023-01-23,Organic,Europe,True,True,True,True
542,2023-04-09,Social,Other,True,False,False,False
543,2023-04-15,Organic,North America,True,True,True,True
544,2023-01-30,Organic,Europe,True,True,False,False
545,2023-01-17,Referral,Asia,True,True,True,False
546,2023-04-23,Organic,Europe,True,False,False,False
547,2023-03-03,Paid,Other,True,True,False,False
548,2023-03-25,Referral,Asia,True,False,False,False
549,2023-04-22,Organic,Europe,True,False,False,False
550,2023-03-27,Referral,Asia,True,True,False,False
551,2023-05-21,Referral,Europe,True,True,False,False
552,2023-01-19,Paid,North America,True,True,True,True
553,2023-06-26,Organic,Europe,True,False,False,False
554,2023-04-10,Social,Asia,True,True,False,False
555,2023-05-20,Paid,Asia,True,True,True,False
556,2023-05-27,Paid,Asia,True,True,True,False
557,2023-03-17,Referral,North America,True,True,True,False
558,2023-01-09,Paid,North America,True,True,False,False
559,2023-01-28,Paid,Europe,True,True,True,False
560,2023-05-08,Referral,North America,True,True,True,False
561,2023-02-21,Organic,North America,True,True,False,False
562,2023-03-24,Referral,Asia,False,False,False,False
563,2023-04-21,Organic,Asia,True,True,False,False
564,2023-05-24,Referral,North America,True,True,True,True
565,2023-04-27,Paid,Europe,False,False,False,False
566,2023-03-10,Organic,North America,True,False,False,False
567,2023-04-09,Organic,Other,False,False,False,False
